ECH 1040
Transition
Upper Surface = 0 %
Lower Surface = 0 %
Mach	0
Element:	1	2
Pressure Coefficient Distributions
	Angle of Attack	-10.86
	Cp*	-8.21
	M cr.	0.27
Element	2
x	y
0.95629	-0.16040	0.95498
0.95454	-0.15887	0.17098
0.95120	-0.15653	0.18816
0.94650	-0.15324	0.14542
0.94056	-0.14896	0.06696
0.93345	-0.14377	-0.01708
0.92523	-0.13782	-0.08795
0.91602	-0.13114	-0.16894
0.90595	-0.12385	-0.26267
0.89514	-0.11606	-0.36982
0.88370	-0.10794	-0.48889
0.87175	-0.09966	-0.61636
0.85943	-0.09138	-0.75706
0.84687	-0.08328	-0.91162
0.83422	-0.07552	-1.07532
0.82160	-0.06830	-1.20849
0.80926	-0.06162	-1.36316
0.79741	-0.05554	-1.55866
0.78623	-0.05010	-1.81117
0.77588	-0.04538	-2.15270
0.76653	-0.04141	-2.66404
0.75832	-0.03825	-3.46348
0.75138	-0.03594	-4.95208
0.74582	-0.03455	-8.21062
0.74177	-0.03428	-19.29312
0.73978	-0.03540	-28.46520
0.73980	-0.03768	-6.93861
0.74206	-0.04105	-0.28782
0.74605	-0.04518	0.74679
0.75152	-0.05003	0.97540
0.75836	-0.05556	0.99574
0.76648	-0.06167	0.95034
0.77574	-0.06827	0.88281
0.78604	-0.07524	0.80902
0.79723	-0.08246	0.73506
0.80918	-0.08981	0.66273
0.82174	-0.09712	0.59387
0.83479	-0.10421	0.54063
0.84809	-0.11103	0.49761
0.86142	-0.11756	0.46267
0.87457	-0.12376	0.43452
0.88732	-0.12961	0.41364
0.89946	-0.13508	0.39739
0.91082	-0.14015	0.38328
0.92120	-0.14479	0.36969
0.93047	-0.14894	0.35633
0.93852	-0.15250	0.35796
0.94519	-0.15550	0.36345
0.95039	-0.15793	0.34659
0.95409	-0.15965	0.29096
0.95629	-0.16040	0.95498
