main element
Transition
Upper Surface = 0 %
Lower Surface = 0 %
Mach	0
Element:	1	2
Pressure Coefficient Distributions
	Angle of Attack	-10.86
	Cp*	-6.59
	M cr.	0.30
Element	1
x	y
0.75000	0.00000	0.76648
0.74315	0.00135	-1.25157
0.73097	0.00243	-1.00362
0.71382	0.00392	-0.82671
0.69198	0.00615	-0.73664
0.66573	0.00894	-0.68261
0.63543	0.01208	-0.61743
0.60149	0.01561	-0.57415
0.56438	0.01945	-0.54831
0.52462	0.02346	-0.53452
0.48272	0.02740	-0.52630
0.43926	0.03099	-0.51669
0.39483	0.03402	-0.50734
0.35004	0.03625	-0.49510
0.30552	0.03742	-0.47276
0.26191	0.03725	-0.41300
0.21985	0.03609	-0.35132
0.17993	0.03412	-0.29073
0.14273	0.03147	-0.22706
0.10876	0.02822	-0.15677
0.07852	0.02451	-0.08056
0.05245	0.02040	0.01513
0.03094	0.01600	0.13250
0.01440	0.01126	0.31383
0.00347	0.00589	0.72806
0.00000	0.00000	0.63961
0.00347	-0.00589	-0.71948
0.01440	-0.01126	-0.54773
0.03094	-0.01600	-0.41408
0.05245	-0.02040	-0.33034
0.07852	-0.02451	-0.27808
0.10876	-0.02822	-0.23101
0.14273	-0.03147	-0.19247
0.17993	-0.03412	-0.15500
0.21985	-0.03609	-0.11834
0.26191	-0.03725	-0.08327
0.30552	-0.03742	-0.04537
0.35004	-0.03625	0.01916
0.39483	-0.03402	0.08838
0.43926	-0.03099	0.15759
0.48272	-0.02740	0.22521
0.52462	-0.02346	0.29198
0.56438	-0.01945	0.35411
0.60149	-0.01561	0.40809
0.63543	-0.01208	0.44927
0.66573	-0.00894	0.46718
0.69198	-0.00615	0.43925
0.71382	-0.00392	0.21983
0.73097	-0.00243	-1.16699
0.74315	-0.00135	-4.23903
0.75000	0.00000	0.80449
