ECH 1040
Transition
Upper Surface = 0 %
Lower Surface = 0 %
Mach	0
Element:	1	2
Pressure Coefficient Distributions
	Angle of Attack	-10.86
	Cp*	-8.21
	M cr.	0.27
Element	1
x	y
0.75000	0.00000	0.83156
0.74315	0.00135	-0.99516
0.73097	0.00243	-0.75007
0.71382	0.00392	-0.62688
0.69198	0.00615	-0.58696
0.66573	0.00894	-0.55572
0.63543	0.01208	-0.50781
0.60149	0.01561	-0.47642
0.56438	0.01945	-0.45884
0.52462	0.02346	-0.45069
0.48272	0.02740	-0.44627
0.43926	0.03099	-0.43918
0.39483	0.03402	-0.43112
0.35004	0.03625	-0.41912
0.30552	0.03742	-0.39631
0.26191	0.03725	-0.33679
0.21985	0.03609	-0.27422
0.17993	0.03412	-0.21128
0.14273	0.03147	-0.14371
0.10876	0.02822	-0.06765
0.07852	0.02451	0.01719
0.05245	0.02040	0.12489
0.03094	0.01600	0.26085
0.01440	0.01126	0.46858
0.00347	0.00589	0.87816
0.00000	0.00000	0.26692
0.00347	-0.00589	-1.20872
0.01440	-0.01126	-0.81252
0.03094	-0.01600	-0.59736
0.05245	-0.02040	-0.47289
0.07852	-0.02451	-0.39769
0.10876	-0.02822	-0.33569
0.14273	-0.03147	-0.28760
0.17993	-0.03412	-0.24385
0.21985	-0.03609	-0.20346
0.26191	-0.03725	-0.16691
0.30552	-0.03742	-0.12941
0.35004	-0.03625	-0.06521
0.39483	-0.03402	0.00204
0.43926	-0.03099	0.06690
0.48272	-0.02740	0.12697
0.52462	-0.02346	0.18189
0.56438	-0.01945	0.22505
0.60149	-0.01561	0.24770
0.63543	-0.01208	0.23427
0.66573	-0.00894	0.14961
0.69198	-0.00615	-0.07107
0.71382	-0.00392	-0.59375
0.73097	-0.00243	-1.40487
0.74315	-0.00135	-2.03453
0.75000	0.00000	0.85631
