ECH 1040
Transition
Upper Surface = 0 %
Lower Surface = 0 %
Mach	0
Element:	1	2
Pressure Coefficient Distributions
	Angle of Attack	-10.86
	Cp*	-17.97
	M cr.	0.19
Element	2
x	y
0.93629	-0.14040	0.95466
0.93454	-0.13887	0.17651
0.93120	-0.13653	0.18929
0.92650	-0.13324	0.14468
0.92056	-0.12896	0.06488
0.91345	-0.12377	-0.02017
0.90523	-0.11782	-0.09187
0.89602	-0.11114	-0.17376
0.88595	-0.10385	-0.26858
0.87514	-0.09606	-0.37715
0.86370	-0.08794	-0.49817
0.85175	-0.07966	-0.62837
0.83943	-0.07138	-0.77312
0.82687	-0.06328	-0.93394
0.81422	-0.05552	-1.10768
0.80160	-0.04830	-1.25678
0.78926	-0.04162	-1.43986
0.77741	-0.03554	-1.69058
0.76623	-0.03010	-2.06131
0.75588	-0.02538	-2.68545
0.74653	-0.02141	-3.92948
0.73832	-0.01825	-6.38240
0.73138	-0.01594	-10.64800
0.72582	-0.01455	-17.96593
0.72177	-0.01428	-38.29367
0.71978	-0.01540	-49.85959
0.71980	-0.01768	-11.19386
0.72206	-0.02105	-0.81802
0.72605	-0.02518	0.65341
0.73152	-0.03003	0.96338
0.73836	-0.03556	0.99719
0.74648	-0.04167	0.95126
0.75574	-0.04827	0.88107
0.76604	-0.05524	0.80502
0.77723	-0.06246	0.72955
0.78918	-0.06981	0.65634
0.80174	-0.07712	0.58706
0.81479	-0.08421	0.53389
0.82809	-0.09103	0.49117
0.84142	-0.09756	0.45664
0.85457	-0.10376	0.42894
0.86732	-0.10961	0.40856
0.87946	-0.11508	0.39280
0.89082	-0.12015	0.37918
0.90120	-0.12479	0.36609
0.91047	-0.12894	0.35329
0.91852	-0.13250	0.35573
0.92519	-0.13550	0.36241
0.93039	-0.13793	0.34730
0.93409	-0.13965	0.29583
0.93629	-0.14040	0.95466
