ECH 1040
Transition
Upper Surface = 0 %
Lower Surface = 0 %
Mach	0
Element:	1	2
Pressure Coefficient Distributions
	Angle of Attack	-10.86
	Cp*	-4.15
	M cr.	0.37
Element	2
x	y
0.96765	-0.12062	0.95263
0.96577	-0.11924	0.14506
0.96225	-0.11720	0.16991
0.95728	-0.11434	0.13502
0.95099	-0.11059	0.06500
0.94346	-0.10604	-0.00890
0.93474	-0.10083	-0.06803
0.92499	-0.09498	-0.13534
0.91432	-0.08859	-0.21282
0.90287	-0.08178	-0.30042
0.89077	-0.07469	-0.39592
0.87815	-0.06748	-0.49512
0.86515	-0.06031	-0.60140
0.85193	-0.05332	-0.71378
0.83865	-0.04670	-0.82597
0.82545	-0.04060	-0.90152
0.81258	-0.03503	-0.98360
0.80024	-0.03000	-1.08270
0.78863	-0.02556	-1.20247
0.77791	-0.02176	-1.35297
0.76825	-0.01862	-1.57027
0.75980	-0.01619	-1.90424
0.75268	-0.01449	-2.58309
0.74702	-0.01359	-4.14902
0.74296	-0.01367	-8.84439
0.74108	-0.01496	-10.00476
0.74129	-0.01723	-0.88550
0.74384	-0.02039	0.89688
0.74817	-0.02416	0.99633
0.75405	-0.02851	0.92740
0.76135	-0.03343	0.83513
0.76996	-0.03881	0.74559
0.77976	-0.04458	0.66223
0.79063	-0.05062	0.58610
0.80241	-0.05684	0.51624
0.81495	-0.06311	0.45088
0.82811	-0.06931	0.39099
0.84172	-0.07523	0.35238
0.85556	-0.08086	0.32480
0.86941	-0.08620	0.30495
0.88305	-0.09124	0.29120
0.89626	-0.09596	0.28425
0.90884	-0.10035	0.28091
0.92059	-0.10441	0.27852
0.93134	-0.10813	0.27547
0.94094	-0.11145	0.27174
0.94926	-0.11430	0.28391
0.95617	-0.11670	0.29918
0.96156	-0.11867	0.28927
0.96539	-0.12006	0.23552
0.96765	-0.12062	0.95263
