ECH 1040
Transition
Upper Surface = 0 %
Lower Surface = 0 %
Mach	0
Element:	1	2
Pressure Coefficient Distributions
	Angle of Attack	-10.86
	Cp*	-17.97
	M cr.	0.19
Element	1
x	y
0.75000	0.00000	0.76853
0.74315	0.00135	-0.80036
0.73097	0.00243	-0.54137
0.71382	0.00392	-0.66299
0.69198	0.00615	-0.73306
0.66573	0.00894	-0.62596
0.63543	0.01208	-0.56573
0.60149	0.01561	-0.52445
0.56438	0.01945	-0.50033
0.52462	0.02346	-0.48755
0.48272	0.02740	-0.47977
0.43926	0.03099	-0.47020
0.39483	0.03402	-0.46040
0.35004	0.03625	-0.44725
0.30552	0.03742	-0.42370
0.26191	0.03725	-0.36331
0.21985	0.03609	-0.30038
0.17993	0.03412	-0.23765
0.14273	0.03147	-0.17087
0.10876	0.02822	-0.09624
0.07852	0.02451	-0.01375
0.05245	0.02040	0.09057
0.03094	0.01600	0.22120
0.01440	0.01126	0.42166
0.00347	0.00589	0.83694
0.00000	0.00000	0.40020
0.00347	-0.00589	-1.04420
0.01440	-0.01126	-0.72361
0.03094	-0.01600	-0.53522
0.05245	-0.02040	-0.42382
0.07852	-0.02451	-0.35572
0.10876	-0.02822	-0.29809
0.14273	-0.03147	-0.25251
0.17993	-0.03412	-0.21008
0.21985	-0.03609	-0.17001
0.26191	-0.03725	-0.13284
0.30552	-0.03742	-0.09383
0.35004	-0.03625	-0.02805
0.39483	-0.03402	0.04158
0.43926	-0.03099	0.10996
0.48272	-0.02740	0.17505
0.52462	-0.02346	0.23680
0.56438	-0.01945	0.28934
0.60149	-0.01561	0.32439
0.63543	-0.01208	0.32441
0.66573	-0.00894	0.22829
0.69198	-0.00615	-0.19546
0.71382	-0.00392	-5.59116
0.73097	-0.00243	-9.49385
0.74315	-0.00135	-4.52690
0.75000	0.00000	0.80232
